timestamp,times,bank,pitch,altitude,speed_kts,course,acc_horiz,acc_vert,longitude,latitude,height
2023-09-02 19:47:39.000325202+00:00,2023-09-02T19:47:39.000325202Z,,,3961.76,73.24,76.64,21,3,-76.384983,38.96806,1207.5
2023-09-02 19:47:40.000334024+00:00,2023-09-02T19:47:40.000334024Z,,,3970.81,73.15,75.94,21,3,-76.384562,38.96814,1210.3
2023-09-02 19:47:41.000342845+00:00,2023-09-02T19:47:41.000342845Z,,,3981.32,73.15,75.59,21,3,-76.384139,38.968221,1213.5
2023-09-02 19:47:42.000351905+00:00,2023-09-02T19:47:42.000351905Z,,,3988.18,73.15,75.23,21,3,-76.383716,38.96831,1215.6
2023-09-02 19:47:43.000360727+00:00,2023-09-02T19:47:43.000360727Z,,,3995.5,73.15,75.23,21,3,-76.383295,38.968395,1217.8
2023-09-02 19:47:44.000370025+00:00,2023-09-02T19:47:44.000370025Z,,,4000.76,73.22,74.88,21,3,-76.382875,38.968478,1219.4
2023-09-02 19:47:45.000379085+00:00,2023-09-02T19:47:45.000379085Z,,,4008.84,73.4,74.53,21,3,-76.382456,38.968568,1221.9
2023-09-02 19:47:46.000388622+00:00,2023-09-02T19:47:46.000388622Z,,,4015.17,73.22,74.53,21,3,-76.382041,38.968656,1223.8
2023-09-02 19:47:47.000397205+00:00,2023-09-02T19:47:47.000397205Z,,,4024.04,73.4,74.88,21,3,-76.381618,38.968744,1226.5
2023-09-02 19:47:48.000406503+00:00,2023-09-02T19:47:48.000406503Z,,,4032.12,73.96,75.59,21,3,-76.3812,38.96883,1229.0
2023-09-02 19:47:49.000415325+00:00,2023-09-02T19:47:49.000415325Z,,,4037.91,74.22,75.94,21,3,-76.380776,38.968915,1230.8
2023-09-02 19:47:50.000424861+00:00,2023-09-02T19:47:50.000424861Z,,,4038.52,74.22,75.23,21,3,-76.380338,38.969008,1230.9
2023-09-02 19:47:51.000434160+00:00,2023-09-02T19:47:51.000434160Z,,,4052.37,74.22,78.4,21,3,-76.379911,38.969074,1235.2
2023-09-02 19:47:52.000442981+00:00,2023-09-02T19:47:52.000442981Z,,,4065.53,75.38,77.34,21,4,-76.379471,38.96915,1239.2
2023-09-02 19:47:53.000451087+00:00,2023-09-02T19:47:53.000451087Z,,,4071.7,75.38,77.34,22,4,-76.379043,38.969225,1241.1
2023-09-02 19:47:54.000461101+00:00,2023-09-02T19:47:54.000461101Z,,,4082.91,74.31,78.75,21,4,-76.378613,38.969295,1244.5
2023-09-02 19:47:55.000470161+00:00,2023-09-02T19:47:55.000470161Z,,,4087.67,74.06,78.75,21,3,-76.378193,38.969358,1245.9
2023-09-02 19:47:56.000478744+00:00,2023-09-02T19:47:56.000478744Z,,,4095.93,74.2,79.1,21,3,-76.377758,38.969423,1248.4
2023-09-02 19:47:57.000487089+00:00,2023-09-02T19:47:57.000487089Z,,,4103.86,74.2,79.8,21,3,-76.377326,38.969485,1250.9
2023-09-02 19:47:58.000496864+00:00,2023-09-02T19:47:58.000496864Z,,,4112.99,74.2,80.16,21,3,-76.376889,38.969545,1253.6
2023-09-02 19:47:59.000505447+00:00,2023-09-02T19:47:59.000505447Z,,,4116.02,74.08,80.16,21,3,-76.376453,38.969607,1254.6
2023-09-02 19:48:00.000514030+00:00,2023-09-02T19:48:00.000514030Z,,,4119.76,74.84,80.16,21,3,-76.376016,38.969667,1255.7
2023-09-02 19:48:01.000523567+00:00,2023-09-02T19:48:01.000523567Z,,,4124.17,74.84,80.51,21,3,-76.375572,38.969726,1257.0
2023-09-02 19:48:02.000533103+00:00,2023-09-02T19:48:02.000533103Z,,,4132.65,74.66,80.51,21,3,-76.37514,38.969784,1259.6
2023-09-02 19:48:03.000542163+00:00,2023-09-02T19:48:03.000542163Z,,,4139.19,74.57,80.86,21,3,-76.374704,38.969834,1261.6
2023-09-02 19:48:04.000550985+00:00,2023-09-02T19:48:04.000550985Z,,,4149.83,74.2,80.86,21,3,-76.374266,38.969888,1264.9
2023-09-02 19:48:05.000559329+00:00,2023-09-02T19:48:05.000559329Z,,,4154.97,74.8,81.21,21,3,-76.373829,38.969938,1266.4
2023-09-02 19:48:06.000568628+00:00,2023-09-02T19:48:06.000568628Z,,,4160.82,74.2,81.56,21,3,-76.373397,38.969992,1268.2
2023-09-02 19:48:07.000578165+00:00,2023-09-02T19:48:07.000578165Z,,,4167.49,74.8,81.56,21,3,-76.372963,38.970041,1270.3
2023-09-02 19:48:08.000586509+00:00,2023-09-02T19:48:08.000586509Z,,,4176.51,75.03,81.91,21,3,-76.372523,38.970095,1273.0
2023-09-02 19:48:09.000596046+00:00,2023-09-02T19:48:09.000596046Z,,,4184.52,75.03,81.56,21,3,-76.372082,38.970144,1275.4
2023-09-02 19:48:10.000605106+00:00,2023-09-02T19:48:10.000605106Z,,,4190.36,74.97,81.91,21,3,-76.371634,38.97019,1277.2
2023-09-02 19:48:11.000614166+00:00,2023-09-02T19:48:11.000614166Z,,,4197.42,74.97,81.91,21,3,-76.3712,38.970236,1279.4
2023-09-02 19:48:12.000622272+00:00,2023-09-02T19:48:12.000622272Z,,,4204.47,74.74,81.91,21,3,-76.370768,38.970286,1281.5
2023-09-02 19:48:13.000631809+00:00,2023-09-02T19:48:13.000631809Z,,,4215.93,74.74,82.62,21,3,-76.37033,38.970332,1285.0
2023-09-02 19:48:14.000640869+00:00,2023-09-02T19:48:14.000640869Z,,,4223.48,74.74,81.21,21,3,-76.369888,38.970391,1287.3
2023-09-02 19:48:15.000649213+00:00,2023-09-02T19:48:15.000649213Z,,,4230.46,74.24,80.51,21,3,-76.369454,38.970451,1289.4
2023-09-02 19:48:16.000658512+00:00,2023-09-02T19:48:16.000658512Z,,,4239.18,74.1,80.86,21,3,-76.369015,38.970507,1292.1
2023-09-02 19:48:17.000667810+00:00,2023-09-02T19:48:17.000667810Z,,,4248.06,74.18,80.86,21,3,-76.368579,38.97056,1294.8
2023-09-02 19:48:18.000676155+00:00,2023-09-02T19:48:18.000676155Z,,,4253.92,74.1,80.16,21,3,-76.368147,38.970618,1296.6
2023-09-02 19:48:19.000685691+00:00,2023-09-02T19:48:19.000685691Z,,,4259.8,73.92,80.16,21,3,-76.367713,38.970675,1298.4
2023-09-02 19:48:20.000694513+00:00,2023-09-02T19:48:20.000694513Z,,,4268.6,73.81,80.51,21,3,-76.367277,38.970731,1301.1
2023-09-02 19:48:21.000703334+00:00,2023-09-02T19:48:21.000703334Z,,,4276.39,74.35,80.51,21,3,-76.366841,38.970791,1303.4
2023-09-02 19:48:22.000712871+00:00,2023-09-02T19:48:22.000712871Z,,,4281.44,74.24,80.51,21,3,-76.366405,38.970848,1305.0
2023-09-02 19:48:23.000720977+00:00,2023-09-02T19:48:23.000720977Z,,,4287.09,74.35,80.51,21,3,-76.365966,38.970905,1306.7
2023-09-02 19:48:24.000730514+00:00,2023-09-02T19:48:24.000730514Z,,,4296.2,74.45,81.21,21,3,-76.365533,38.970957,1309.5
2023-09-02 19:48:25.000739097+00:00,2023-09-02T19:48:25.000739097Z,,,4303.77,74.45,81.21,21,3,-76.365099,38.971013,1311.8
2023-09-02 19:48:26.000747919+00:00,2023-09-02T19:48:26.000747919Z,,,4310.3,74.41,80.86,21,3,-76.364663,38.971072,1313.8
2023-09-02 19:48:27.000757455+00:00,2023-09-02T19:48:27.000757455Z,,,4315.97,74.37,80.86,21,3,-76.364231,38.971126,1315.5
2023-09-02 19:48:28.000765800+00:00,2023-09-02T19:48:28.000765800Z,,,4325.63,74.04,80.16,21,3,-76.363799,38.971189,1318.5
2023-09-02 19:48:29.000775337+00:00,2023-09-02T19:48:29.000775337Z,,,4332.37,74.04,80.16,21,3,-76.363368,38.971243,1320.5
2023-09-02 19:48:30.000784397+00:00,2023-09-02T19:48:30.000784397Z,,,4340.53,73.92,80.51,21,3,-76.36293,38.971298,1323.0
2023-09-02 19:48:31.000792980+00:00,2023-09-02T19:48:31.000792980Z,,,4346.82,73.89,80.16,21,3,-76.362496,38.971352,1324.9
2023-09-02 19:48:32.000801801+00:00,2023-09-02T19:48:32.000801801Z,,,4354.51,74.04,80.16,21,3,-76.362068,38.97141,1327.3
2023-09-02 19:48:33.000810861+00:00,2023-09-02T19:48:33.000810861Z,,,4361.8,74.04,80.16,21,3,-76.361639,38.971472,1329.5
2023-09-02 19:48:34.000819444+00:00,2023-09-02T19:48:34.000819444Z,,,4368.34,73.79,80.16,21,3,-76.361208,38.971533,1331.5
2023-09-02 19:48:35.000828742+00:00,2023-09-02T19:48:35.000828742Z,,,4375.37,73.69,80.51,21,3,-76.360779,38.971591,1333.6
2023-09-02 19:48:36.000838279+00:00,2023-09-02T19:48:36.000838279Z,,,4383.62,73.07,80.51,21,3,-76.360351,38.971647,1336.1
2023-09-02 19:48:37.000847339+00:00,2023-09-02T19:48:37.000847339Z,,,4393.7,73.19,80.51,21,3,-76.359919,38.971702,1339.2
2023-09-02 19:48:38.000855922+00:00,2023-09-02T19:48:38.000855922Z,,,4402.6,73.07,80.51,21,3,-76.359488,38.971755,1341.9
2023-09-02 19:48:39.000864744+00:00,2023-09-02T19:48:39.000864744Z,,,4411.2,72.86,80.51,21,3,-76.359058,38.97181,1344.5
2023-09-02 19:48:40.000874519+00:00,2023-09-02T19:48:40.000874519Z,,,4419.4,72.95,80.16,21,3,-76.358633,38.971864,1347.0
2023-09-02 19:48:41.000883340+00:00,2023-09-02T19:48:41.000883340Z,,,4430.11,74.04,80.86,21,3,-76.358199,38.971923,1350.3
2023-09-02 19:48:42.000892162+00:00,2023-09-02T19:48:42.000892162Z,,,4429.17,72.95,79.8,21,3,-76.357774,38.971983,1350.0
2023-09-02 19:48:43.000901222+00:00,2023-09-02T19:48:43.000901222Z,,,4432.99,72.76,79.1,21,3,-76.357358,38.972042,1351.2
2023-09-02 19:48:44.000909805+00:00,2023-09-02T19:48:44.000909805Z,,,4440.97,75.01,81.56,21,3,-76.356923,38.972096,1353.6
2023-09-02 19:48:45.000918865+00:00,2023-09-02T19:48:45.000918865Z,,,4447.28,75.01,81.21,21,3,-76.356489,38.972147,1355.5
2023-09-02 19:48:46.000928401+00:00,2023-09-02T19:48:46.000928401Z,,,4455.2,74.55,81.21,21,3,-76.356053,38.972197,1357.9
2023-09-02 19:48:47.000234603+00:00,2023-09-02T19:48:47.000234603Z,,,4463.57,74.55,81.21,21,3,-76.355617,38.972252,1360.5
2023-09-02 19:48:48.000236034+00:00,2023-09-02T19:48:48.000236034Z,,,4470.63,74.84,81.56,21,3,-76.35518,38.9723,1362.6
2023-09-02 19:48:49.000240802+00:00,2023-09-02T19:48:49.000240802Z,,,4479.91,74.97,81.56,21,3,-76.354749,38.972351,1365.5
2023-09-02 19:48:50.000246524+00:00,2023-09-02T19:48:50.000246524Z,,,4487.47,74.97,81.91,21,3,-76.354307,38.972391,1367.8
2023-09-02 19:48:51.000250339+00:00,2023-09-02T19:48:51.000250339Z,,,4497.35,74.97,81.91,21,3,-76.353867,38.972439,1370.8
2023-09-02 19:48:52.000244855+00:00,2023-09-02T19:48:52.000244855Z,,,4505.76,74.78,82.27,21,3,-76.353423,38.972481,1373.4
2023-09-02 19:48:53.000236988+00:00,2023-09-02T19:48:53.000236988Z,,,4514.55,74.78,82.27,21,3,-76.352984,38.972532,1376.0
2023-09-02 19:48:54.000234603+00:00,2023-09-02T19:48:54.000234603Z,,,4524.42,74.62,82.27,21,3,-76.352539,38.972577,1379.0
2023-09-02 19:48:55.000235557+00:00,2023-09-02T19:48:55.000235557Z,,,4535.12,74.64,82.62,21,3,-76.3521,38.972623,1382.3
2023-09-02 19:48:56.000239849+00:00,2023-09-02T19:48:56.000239849Z,,,4544.11,74.62,82.97,21,3,-76.351664,38.972667,1385.0
2023-09-02 19:48:57.000239849+00:00,2023-09-02T19:48:57.000239849Z,,,4551.33,74.41,82.62,21,3,-76.351227,38.972709,1387.2
2023-09-02 19:48:58.000239849+00:00,2023-09-02T19:48:58.000239849Z,,,4560.27,74.16,82.27,21,3,-76.350794,38.972757,1390.0
2023-09-02 19:48:59.000240802+00:00,2023-09-02T19:48:59.000240802Z,,,4570.18,74.16,81.91,21,3,-76.350356,38.972809,1393.0
2023-09-02 19:49:00.000242710+00:00,2023-09-02T19:49:00.000242710Z,,,4578.15,74.12,81.56,21,3,-76.349916,38.972861,1395.4
2023-09-02 19:49:01.000244140+00:00,2023-09-02T19:49:01.000244140Z,,,4583.17,74.12,81.21,21,3,-76.349487,38.972919,1396.9
2023-09-02 19:49:02.000246524+00:00,2023-09-02T19:49:02.000246524Z,,,4588.84,74.68,80.86,21,3,-76.34905,38.972969,1398.7
2023-09-02 19:49:03.000248908+00:00,2023-09-02T19:49:03.000248908Z,,,4593.99,74.68,80.86,21,3,-76.348609,38.973028,1400.2
2023-09-02 19:49:04.000251293+00:00,2023-09-02T19:49:04.000251293Z,,,4600.11,74.68,81.21,21,3,-76.348164,38.973081,1402.1
2023-09-02 19:49:05.000255107+00:00,2023-09-02T19:49:05.000255107Z,,,4608.26,74.99,80.86,21,3,-76.347717,38.973136,1404.6
2023-09-02 19:49:06.000259399+00:00,2023-09-02T19:49:06.000259399Z,,,4613.18,75.32,81.21,21,3,-76.347274,38.973193,1406.1
2023-09-02 19:49:07.000262498+00:00,2023-09-02T19:49:07.000262498Z,,,4619.6,75.32,80.86,21,3,-76.346844,38.973255,1408.1
2023-09-02 19:49:08.000267028+00:00,2023-09-02T19:49:08.000267028Z,,,4627.83,74.97,80.51,21,3,-76.346407,38.973316,1410.6
2023-09-02 19:49:09.000271320+00:00,2023-09-02T19:49:09.000271320Z,,,4634.27,74.72,80.16,21,3,-76.345972,38.973379,1412.5
2023-09-02 19:49:10.000275611+00:00,2023-09-02T19:49:10.000275611Z,,,4643.69,74.04,79.8,21,3,-76.345536,38.973442,1415.4
2023-09-02 19:49:11.000281333+00:00,2023-09-02T19:49:11.000281333Z,,,4652.68,74.04,79.8,21,3,-76.345105,38.973502,1418.1
2023-09-02 19:49:12.000285625+00:00,2023-09-02T19:49:12.000285625Z,,,4660.54,73.71,79.8,21,3,-76.344677,38.973555,1420.5
2023-09-02 19:49:13.000291347+00:00,2023-09-02T19:49:13.000291347Z,,,4668.82,73.28,79.8,21,3,-76.344248,38.973609,1423.1
2023-09-02 19:49:14.000296592+00:00,2023-09-02T19:49:14.000296592Z,,,4677.68,73.4,79.8,21,3,-76.343812,38.973669,1425.8
2023-09-02 19:49:15.000302314+00:00,2023-09-02T19:49:15.000302314Z,,,4686.02,73.4,79.8,21,3,-76.343384,38.973725,1428.3
2023-09-02 19:49:16.000308036+00:00,2023-09-02T19:49:16.000308036Z,,,4692.24,73.4,79.8,21,3,-76.342951,38.97378,1430.2
2023-09-02 19:49:17.000314712+00:00,2023-09-02T19:49:17.000314712Z,,,4699.39,73.59,79.8,21,3,-76.34252,38.973842,1432.4
2023-09-02 19:49:18.000320434+00:00,2023-09-02T19:49:18.000320434Z,,,4704.9,73.98,79.8,21,3,-76.342086,38.973902,1434.1
2023-09-02 19:49:19.000327110+00:00,2023-09-02T19:49:19.000327110Z,,,4711.12,74.06,79.8,21,3,-76.341647,38.973963,1435.9
2023-09-02 19:49:20.000332355+00:00,2023-09-02T19:49:20.000332355Z,,,4717.31,74.06,80.51,21,3,-76.34121,38.97403,1437.8
2023-09-02 19:49:21.000339508+00:00,2023-09-02T19:49:21.000339508Z,,,4723.37,74.27,80.86,21,3,-76.340774,38.974082,1439.7
2023-09-02 19:49:22.000345706+00:00,2023-09-02T19:49:22.000345706Z,,,4727.16,75.36,81.56,21,3,-76.340332,38.974138,1440.8
2023-09-02 19:49:23.000352382+00:00,2023-09-02T19:49:23.000352382Z,,,4733.07,75.38,82.62,21,3,-76.339888,38.974186,1442.6
2023-09-02 19:49:24.000359773+00:00,2023-09-02T19:49:24.000359773Z,,,4737.37,75.36,82.62,21,3,-76.339448,38.974228,1444.0
2023-09-02 19:49:25.000366210+00:00,2023-09-02T19:49:25.000366210Z,,,4745.04,75.38,84.38,21,3,-76.338985,38.97426,1446.3
2023-09-02 19:49:26.000374078+00:00,2023-09-02T19:49:26.000374078Z,,,4750.3,77.21,84.38,21,3,-76.33853,38.974293,1447.9
2023-09-02 19:49:27.000380992+00:00,2023-09-02T19:49:27.000380992Z,,,4757.61,77.87,85.43,21,4,-76.338071,38.974326,1450.1
2023-09-02 19:49:28.000387668+00:00,2023-09-02T19:49:28.000387668Z,,,4755.8,77.87,85.43,21,3,-76.337621,38.974356,1449.6
2023-09-02 19:49:29.000395298+00:00,2023-09-02T19:49:29.000395298Z,,,4762.03,78.2,85.43,21,3,-76.337159,38.974383,1451.5
2023-09-02 19:49:30.000403404+00:00,2023-09-02T19:49:30.000403404Z,,,4770.33,78.41,86.13,21,3,-76.336689,38.974408,1454.0
2023-09-02 19:49:31.000409603+00:00,2023-09-02T19:49:31.000409603Z,,,4774.93,78.41,86.13,21,3,-76.336234,38.974436,1455.4
2023-09-02 19:49:32.000416755+00:00,2023-09-02T19:49:32.000416755Z,,,4781.64,77.85,86.13,21,3,-76.335778,38.974473,1457.4
2023-09-02 19:49:33.000424385+00:00,2023-09-02T19:49:33.000424385Z,,,4789.1,77.58,85.78,21,3,-76.335323,38.974496,1459.7
2023-09-02 19:49:34.000432014+00:00,2023-09-02T19:49:34.000432014Z,,,4797.87,76.72,85.08,21,3,-76.334866,38.974527,1462.4
2023-09-02 19:49:35.000440120+00:00,2023-09-02T19:49:35.000440120Z,,,4809.11,76.9,84.38,21,3,-76.334413,38.974564,1465.8
2023-09-02 19:49:36.000447273+00:00,2023-09-02T19:49:36.000447273Z,,,4818.14,76.72,81.91,21,3,-76.333966,38.974615,1468.6
2023-09-02 19:49:37.000454902+00:00,2023-09-02T19:49:37.000454902Z,,,4823.7,76.41,79.8,21,3,-76.333516,38.974668,1470.3
2023-09-02 19:49:38.000462532+00:00,2023-09-02T19:49:38.000462532Z,,,4829.29,75.36,78.05,21,3,-76.333077,38.974735,1472.0
2023-09-02 19:49:39.000470161+00:00,2023-09-02T19:49:39.000470161Z,,,4834.25,75.36,76.99,21,3,-76.332644,38.974806,1473.5
2023-09-02 19:49:40.000478506+00:00,2023-09-02T19:49:40.000478506Z,,,4837.91,75.36,76.99,21,3,-76.332203,38.974885,1474.6
2023-09-02 19:49:41.000486373+00:00,2023-09-02T19:49:41.000486373Z,,,4837.72,74.95,73.48,21,3,-76.331795,38.97498,1474.5
2023-09-02 19:49:42.000494480+00:00,2023-09-02T19:49:42.000494480Z,,,4836.82,73.83,79.8,21,3,-76.331357,38.975038,1474.3
2023-09-02 19:49:43.000501871+00:00,2023-09-02T19:49:43.000501871Z,,,4826.15,74.64,76.64,21,4,-76.330927,38.975126,1471.0
2023-09-02 19:49:44.000509262+00:00,2023-09-02T19:49:44.000509262Z,,,4843.69,74.64,71.72,21,3,-76.330496,38.975239,1476.4
2023-09-02 19:49:45.000518083+00:00,2023-09-02T19:49:45.000518083Z,,,4849.29,75.85,72.77,21,3,-76.330058,38.975344,1478.1
2023-09-02 19:49:46.000525236+00:00,2023-09-02T19:49:46.000525236Z,,,4851.65,75.52,70.66,21,3,-76.329637,38.975461,1478.8
2023-09-02 19:49:47.000533580+00:00,2023-09-02T19:49:47.000533580Z,,,4858.56,76.02,69.96,21,3,-76.329207,38.975575,1480.9
2023-09-02 19:49:48.000541687+00:00,2023-09-02T19:49:48.000541687Z,,,4862.46,76.02,68.2,21,3,-76.328793,38.975705,1482.1
2023-09-02 19:49:49.000549554+00:00,2023-09-02T19:49:49.000549554Z,,,4865.12,76.32,66.8,21,3,-76.328381,38.975837,1482.9
2023-09-02 19:49:50.000557422+00:00,2023-09-02T19:49:50.000557422Z,,,4868.27,76.78,65.74,21,3,-76.32797,38.975982,1483.8
2023-09-02 19:49:51.000565767+00:00,2023-09-02T19:49:51.000565767Z,,,4874.51,76.98,65.39,21,3,-76.327554,38.976128,1485.8
2023-09-02 19:49:52.000573635+00:00,2023-09-02T19:49:52.000573635Z,,,4880.03,76.98,64.69,21,3,-76.327134,38.976283,1487.4
2023-09-02 19:49:53.000581502+00:00,2023-09-02T19:49:53.000581502Z,,,4886.43,77.58,64.69,21,3,-76.326716,38.976442,1489.4
2023-09-02 19:49:54.000589370+00:00,2023-09-02T19:49:54.000589370Z,,,4895.62,77.95,64.69,21,3,-76.326299,38.976599,1492.2
2023-09-02 19:49:55.000597953+00:00,2023-09-02T19:49:55.000597953Z,,,4904.42,77.95,63.98,21,3,-76.325886,38.976756,1494.9
2023-09-02 19:49:56.000606060+00:00,2023-09-02T19:49:56.000606060Z,,,4914.27,77.7,63.28,21,3,-76.325473,38.976917,1497.9
2023-09-02 19:49:57.000613689+00:00,2023-09-02T19:49:57.000613689Z,,,4923.39,76.76,62.93,21,3,-76.325067,38.977079,1500.6
2023-09-02 19:49:58.000621795+00:00,2023-09-02T19:49:58.000621795Z,,,4932.6,76.61,62.93,21,3,-76.324659,38.977244,1503.5
2023-09-02 19:49:59.000630378+00:00,2023-09-02T19:49:59.000630378Z,,,4940.4,76.61,62.58,21,3,-76.324256,38.97741,1505.8
2023-09-02 19:50:00.000638961+00:00,2023-09-02T19:50:00.000638961Z,,,4949.53,75.79,62.58,21,3,-76.323855,38.977571,1508.6
2023-09-02 19:50:01.000646352+00:00,2023-09-02T19:50:01.000646352Z,,,4957.94,75.62,62.58,21,3,-76.323457,38.977733,1511.2
2023-09-02 19:50:02.000654697+00:00,2023-09-02T19:50:02.000654697Z,,,4965.84,74.57,61.88,21,3,-76.323065,38.977892,1513.6
2023-09-02 19:50:03.000662565+00:00,2023-09-02T19:50:03.000662565Z,,,4974.99,74.57,62.23,21,3,-76.322678,38.978054,1516.4
2023-09-02 19:50:04.000671386+00:00,2023-09-02T19:50:04.000671386Z,,,4986.34,74.0,61.52,21,3,-76.322303,38.978219,1519.8
2023-09-02 19:50:05.000679016+00:00,2023-09-02T19:50:05.000679016Z,,,4997.29,73.71,61.17,21,3,-76.321926,38.978383,1523.2
2023-09-02 19:50:06.000687122+00:00,2023-09-02T19:50:06.000687122Z,,,5005.31,72.41,61.17,21,3,-76.32155,38.978546,1525.6
2023-09-02 19:50:07.000695228+00:00,2023-09-02T19:50:07.000695228Z,,,5015.82,72.41,60.47,21,3,-76.321175,38.978706,1528.8
2023-09-02 19:50:08.000703334+00:00,2023-09-02T19:50:08.000703334Z,,,5026.59,71.98,60.12,21,3,-76.320809,38.978872,1532.1
2023-09-02 19:50:09.000711917+00:00,2023-09-02T19:50:09.000711917Z,,,5034.9,71.57,59.41,21,3,-76.320443,38.979044,1534.6
2023-09-02 19:50:10.000720977+00:00,2023-09-02T19:50:10.000720977Z,,,5043.19,71.65,59.06,21,3,-76.320074,38.97921,1537.2
2023-09-02 19:50:11.000728607+00:00,2023-09-02T19:50:11.000728607Z,,,5050.0,71.65,59.41,21,3,-76.319709,38.979372,1539.2
2023-09-02 19:50:12.000736474+00:00,2023-09-02T19:50:12.000736474Z,,,5053.0,71.65,59.41,21,3,-76.319346,38.979544,1540.2
2023-09-02 19:50:13.000744819+00:00,2023-09-02T19:50:13.000744819Z,,,5059.84,71.65,61.17,21,3,-76.318985,38.979707,1542.2
2023-09-02 19:50:14.000752925+00:00,2023-09-02T19:50:14.000752925Z,,,5063.97,73.52,60.12,21,3,-76.318606,38.979877,1543.5
2023-09-02 19:50:15.000761270+00:00,2023-09-02T19:50:15.000761270Z,,,5066.32,74.33,60.47,21,3,-76.318226,38.980048,1544.2
2023-09-02 19:50:16.000769615+00:00,2023-09-02T19:50:16.000769615Z,,,5071.1,73.52,60.47,21,3,-76.317848,38.980217,1545.7
2023-09-02 19:50:17.000778436+00:00,2023-09-02T19:50:17.000778436Z,,,5077.3,73.75,60.82,21,3,-76.317468,38.980384,1547.6
2023-09-02 19:50:18.000785827+00:00,2023-09-02T19:50:18.000785827Z,,,5084.77,73.28,61.17,21,3,-76.317084,38.980545,1549.8
2023-09-02 19:50:19.000793933+00:00,2023-09-02T19:50:19.000793933Z,,,5092.86,73.28,61.88,21,3,-76.316699,38.980709,1552.3
2023-09-02 19:50:20.000802040+00:00,2023-09-02T19:50:20.000802040Z,,,5101.37,73.19,62.93,21,3,-76.316315,38.980864,1554.9
2023-09-02 19:50:21.000811100+00:00,2023-09-02T19:50:21.000811100Z,,,5110.39,72.82,64.34,21,3,-76.315925,38.981013,1557.6
2023-09-02 19:50:22.000819444+00:00,2023-09-02T19:50:22.000819444Z,,,5116.17,72.56,65.39,21,3,-76.315536,38.981156,1559.4
2023-09-02 19:50:23.000827789+00:00,2023-09-02T19:50:23.000827789Z,,,5122.54,72.84,66.45,21,3,-76.315147,38.981291,1561.4
2023-09-02 19:50:24.000835418+00:00,2023-09-02T19:50:24.000835418Z,,,5130.59,72.84,67.5,21,3,-76.314757,38.981422,1563.8
2023-09-02 19:50:25.000844001+00:00,2023-09-02T19:50:25.000844001Z,,,5137.5,73.01,67.15,21,3,-76.314355,38.981557,1565.9
2023-09-02 19:50:26.000852108+00:00,2023-09-02T19:50:26.000852108Z,,,5145.5,73.56,68.91,21,3,-76.31395,38.981679,1568.3
2023-09-02 19:50:27.000859975+00:00,2023-09-02T19:50:27.000859975Z,,,5148.05,73.56,67.85,21,3,-76.313552,38.98181,1569.1
2023-09-02 19:50:28.000868797+00:00,2023-09-02T19:50:28.000868797Z,,,5159.04,73.38,71.37,21,3,-76.313143,38.981922,1572.5
2023-09-02 19:50:29.000876903+00:00,2023-09-02T19:50:29.000876903Z,,,5165.69,73.17,69.96,21,3,-76.31273,38.982037,1574.5
2023-09-02 19:50:30.000885486+00:00,2023-09-02T19:50:30.000885486Z,,,5173.38,73.63,69.26,21,3,-76.31233,38.982157,1576.8
2023-09-02 19:50:31.000893354+00:00,2023-09-02T19:50:31.000893354Z,,,5178.09,74.1,68.91,21,3,-76.31192,38.982279,1578.3
2023-09-02 19:50:32.000901222+00:00,2023-09-02T19:50:32.000901222Z,,,5183.16,74.1,68.2,21,3,-76.311517,38.982402,1579.8
2023-09-02 19:50:33.000910043+00:00,2023-09-02T19:50:33.000910043Z,,,5186.97,74.22,67.85,21,3,-76.311113,38.982535,1581.0
2023-09-02 19:50:34.000918388+00:00,2023-09-02T19:50:34.000918388Z,,,5191.53,74.57,67.5,21,3,-76.310701,38.982668,1582.4
2023-09-02 19:50:35.000926017+00:00,2023-09-02T19:50:35.000926017Z,,,5198.71,75.85,67.5,21,3,-76.310293,38.982801,1584.6
2023-09-02 19:50:36.000935077+00:00,2023-09-02T19:50:36.000935077Z,,,5206.7,74.72,66.8,21,3,-76.309879,38.98294,1587.0
2023-09-02 19:50:37.000943183+00:00,2023-09-02T19:50:37.000943183Z,,,5218.65,74.72,66.8,21,3,-76.309472,38.983072,1590.6
2023-09-02 19:50:38.000951051+00:00,2023-09-02T19:50:38.000951051Z,,,5234.53,75.83,66.09,21,3,-76.309051,38.983212,1595.5
2023-09-02 19:50:39.000959873+00:00,2023-09-02T19:50:39.000959873Z,,,5240.4,75.83,65.39,21,3,-76.308657,38.983358,1597.3
2023-09-02 19:50:40.000967502+00:00,2023-09-02T19:50:40.000967502Z,,,5247.86,72.7,65.04,21,3,-76.308262,38.983498,1599.5
2023-09-02 19:50:41.000976085+00:00,2023-09-02T19:50:41.000976085Z,,,5258.08,72.68,65.04,21,3,-76.307871,38.983638,1602.7
2023-09-02 19:50:42.000984191+00:00,2023-09-02T19:50:42.000984191Z,,,5266.01,72.39,64.69,21,3,-76.307475,38.98378,1605.1
2023-09-02 19:50:43.000992774+00:00,2023-09-02T19:50:43.000992774Z,,,5269.76,72.39,63.98,21,3,-76.30709,38.98392,1606.2
2023-09-02 19:50:44.001001358+00:00,2023-09-02T19:50:44.001001358Z,,,5277.84,72.39,63.63,21,3,-76.306698,38.98407,1608.7
